Year,Business Name,Owner Name,Business Address,Business Phone,Account Status,Business Start Date,Business Type,Category Code,Category Name,Class Code,Class Name,Business Description
2012,SABADELL UNITED BANK NA,SABADELL UNITED BANK NA,"150 PINE ISLAND RD 100 PLANTATION, FL 33324-7807 USA",954-476-7090,Active,12/29/99,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,SEACOAST MARINE FINANCE FIRST NATIONAL BANK & TRUST,FIRST NATIONAL BANK & TRUST OF THE TREASURE COAST,"1800 SE 10 AVE 315 FORT LAUDERDALE, FL 33316 USA",954-630-3430,Active,1/31/00,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,SEASIDE NATIONAL BANK & TRUST,GIDEON T HAYMAKER,"450 E LOS OLAS BLVD 150 FORT LAUDERDALE, FL 33301 USA",,Active,11/29/08,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,SPACE COAST CREDIT UNION,"DOUG SAMUELS , CEO","11505 W SAMPLE RD CORAL SPRINGS, FL 33065 ",954 704 5476,Active,11/21/11,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,STONEGATE BANK,DAVE SELESKI,"1430 N FEDERAL HWY FORT LAUDERDALE, FL 33304 USA",954-315-5500,Active,9/27/05,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,SUN TRUST BANK,"SUNTRUST BANKS, INC","4475 S FLAMINGO RD FORT LAUDERDALE, FL 33330 USA",,Active,5/24/06,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,SUN TRUST BANK,SUN TRUST BANKS INC,"9501 WILES RD CORAL SPRINGS, FL 33076 ",954-344-0113,Active,7/1/86,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,SUN TRUST BANK,"SUNTRUST BANKS, INC","1601 S FEDERAL HWY FORT LAUDERDALE, FL 33316 ",954-764-2728,Active,12/1/77,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,SUN TRUST BANK - WESTON BRANCH,SUN TRUST BANKS INC FSU-AP,"1200 WESTON RD WESTON, FL 33326 ",954-385-7102,Active,9/1/86,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,SUNTRUST BANK,"SUNTRUST BANKS, INC","3800 N FEDERAL HWY POMPANO BEACH, FL 33064 USA",,Active,5/24/06,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,SUNTRUST BANK,"SUNTRUST BANKS, INC","15701 PINES BLVD PEMBROKE PINES, FL 33028 USA",954-765-7191,Active,11/30/06,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,SUNTRUST BANK,SUNTRUST BANKS INC,"601 W BROWARD BLVD FORT LAUDERDALE, FL 33312 ",954-713-1492,Active,7/1/81,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,SUNTRUST BANK,"SUNTRUST BANKS, INC","221 COMMERCIAL BLVD LAUDERDALE BY THE SEA, FL 33308 ",954-938-7880,Active,10/1/80,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,SUNTRUST BANK,SUNTRUST BANKS INC,"1900 E HALLANDALE BEACH BLVD HALLANDALE, FL 33009 ",954-455-2321,Active,1/1/84,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,SUNTRUST BANK,"SUNTRUST BANKS, INC","3530 N OCEAN BLVD FORT LAUDERDALE, FL 33308 ",954-390-6081,Active,1/1/99,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,SUNTRUST BANK,SUNTRUST BANKS INC,"4480 WESTON RD DAVIE, FL 33331 ",954-385-2700,Active,9/15/98,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,SUNTRUST BANK,"SUNTRUST BANKS, INC","2626 E OAKLAND PARK BLVD FORT LAUDERDALE, FL 33306 ",954-396-6000,Active,7/1/78,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,SUNTRUST BANK,SUNTRUST BANKS INC,"7879 W COMMERCIAL BLVD TAMARAC, FL 33351 ",954-721-2206,Active,12/1/79,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,SUNTRUST BANK,SUNTRUST BANKS INC,"8200 W BROWARD BLVD PLANTATION, FL 33324 ",954-382-8894,Active,3/22/04,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,SUNTRUST BANK,"SUNTRUST BANKS, INC","6260 POWERLINE RD FORT LAUDERDALE, FL 33309 ",954-202-2642,Active,10/27/98,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,SUNTRUST BANK,SUNTRUST BANKS INC,"14425 MIRAMAR PKWY MIRAMAR, FL 33027 ",954-432-6085,Active,12/18/00,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,SUNTRUST BANK,"SUNTRUST BANKS, INC","4850 WILES RD POMPANO BEACH, FL 33073 USA",954-765-7290,Active,8/3/09,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,SUNTRUST BANK,"SUNTRUST BANKS, INC","1431 NE 26 STREET WILTON MANORS, FL 33305 ",954-561-1981,Active,12/9/09,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,SUNTRUST BANK,SUNTRUST BANKS INC,"110 S FEDERAL HWY DEERFIELD BEACH, FL 33441 ",,Active,12/1/78,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,SUNTRUST BANK,SUNTRUST BANKS INC,"1890 N UNIVERSITY DR CORAL SPRINGS, FL 33071 ",954-346-4758,Active,9/1/87,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,SUNTRUST BANK,SUNTRUST BANKS INC,"501 E LAS OLAS BLVD FORT LAUDERDALE, FL 33301 ",954-766-2110,Active,4/1/55,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,SUNTRUST BANK,"SUNTRUST BANKS, INC","5201 SHERIDAN ST HOLLYWOOD, FL 33021 ",954-962-5869,Active,9/1/77,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,SUNTRUST BANK,SUNTRUST BANKS INC,"5801 W HILLSBORO BLVD PARKLAND, FL 33076 ",954-509-0157,Active,2/2/04,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,SUNTRUST BANK,"SUNTRUST BANKS, INC","1409 E ATLANTIC BLVD POMPANO BEACH, FL 33060 ",,Active,4/1/78,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,SUNTRUST BANK,SUNTRUST BANKS INC,"3649 W OAKLAND PARK BLVD FORT LAUDERDALE, FL 33311 ",954-714-1400,Active,7/1/81,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,SUNTRUST BANK,SUNTRUST BANKS INC,"1761 W HILLSBORO BLVD DEERFIELD BEACH, FL 33442 ",954-418-4993,Active,7/1/95,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,SUNTRUST BANK,"SUNTRUST BANKS, INC","3850 W COMMERCIAL BLVD TAMARAC, FL 33309 ",954-714-3232,Active,10/1/80,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,SUNTRUST BANK,"SUNTRUST BANKS, INC","8250 MIRAMAR PKWY MIRAMAR, FL 33025 ",954-432-4119,Active,1/1/84,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,SUNTRUST BANK,SUNTRUST BANKS INC,"4000 HOLLYWOOD BLVD HOLLYWOOD, FL 33021 ",954-966-5550,Active,11/1/74,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,SUNTRUST BANK SAWGRASS MILLS,SUNTRUST BANKS INC,"12396 W SUNRISE BLVD FORT LAUDERDALE, FL 33323 USA",,Active,3/27/06,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,TD BANK,TD BANK NA,"665 NW 62 ST FORT LAUDERDALE, FL 33309 ",,Active,5/10/11,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,TD BANK NA,TD BANK NA,"5997 STIRLING RD DAVIE, FL 33314 USA",,Active,10/19/07,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,TD BANK NA,GARY P KAAGANOWICH,"490 N ST RD 7 MARGATE, FL 33063 ",,Active,12/3/09,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,TD BANK NA,TD BANK NA,"1215 SE 17 ST FORT LAUDERDALE, FL 33316 USA",954-356-9357,Active,7/14/09,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,TD BANK NA,TD BANK NA,"7999 PINES BLVD PEMBROKE PINES, FL 33024 ",,Active,7/7/11,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,"TD BANK, N.A.","TD BANK, N.A.","3325 W HILLSBORO BLVD DEERFIELD BEACH, FL 33441 USA",561-684-5514,Active,3/22/06,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,"TD BANK, N.A.","TD BANK, N.A.","7345 W OAKLAND PK BLVD FORT LAUDERDALE, FL 33319 USA",,Active,10/24/06,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,"TD BANK, N.A.","TD BANK, N.A.","7001 W COMMERCIAL BLVD TAMARAC, FL 33319 USA",,Active,10/19/07,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,"TD BANK, N.A.","TD BANK, N.A.","4475 WESTON RD WESTON, FL 33331 USA",,Active,10/19/07,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,"TD BANK, N.A.","GARY KAGANOWICH, VP","1701 E SUNRISE BLVD FT LAUDERDALE, FL 33304 ",,Active,1/11/11,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,"TD BANK, N.A.",GARY KAGANOWICH (VICE PRESIDENT),"3600 N FEDERAL HWY LIGHTHOUSE POINT, FL 33064 ",954-783-1617,Active,7/28/12,Corporation,403,BANKS,40,MISCELLANEOUS,BANKS
2012,"TD BANK,N.A.","TD BANK, N.A.","2600 N UNIVERSITY DR CORAL SPRINGS, FL 33073 USA",,Active,9/8/07,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,"TD BANK,N.A.",GARY KAGANOWICH,"6700 N. STATE ROAD 7 COCONUT CREEK, FL 33073 ",954-426-3334,Active,5/1/10,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,"TD BANK,N.A.","TD BANK,N.A.","5171 SHERIDAN STREET HOLLYWOOD, FL 33021 ",954-964-2550,Active,2/19/11,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,TRANSCAPITAL BANK,BANK TRANSCAPITAL,"2100 E HALLANDALE BCH BLVD HALLANDALE, FL 33009 USA",954-456-3325,Active,7/26/99,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,US CENTURY BANK,OCTAVIO HERNANDEZ,"4350 SHERIDAN ST HOLLYWOOD, FL 33021 USA",954-962-8707,Active,3/29/05,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,VALLEY BANK,BANK VALLEY,"8199 W MCNAB RD FORT LAUDERDALE, FL 33321 USA",954-721-4100,Active,2/1/78,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,"WACHOVIA BANK,NA/A WELLS FARGO COMPANY","AGENT JANE SIMMONS,VP/CES PM","2525 NORTH DIXIE HWY WILTON MANORS, FL 33305 ",954-233-0468,Active,5/23/11,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,WELLS FARGO BANK N A,WELLS FARGO BANK N A,"1191 S UNIVERSITY DR PLANTATION, FL 33324 ",,Active,5/30/02,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,WELLS FARGO BANK N A,WELLS FARGO BANK N A,"11 WESTON RD WESTON, FL 33326 ",,Active,3/2/87,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,WELLS FARGO BANK N A,WELLS FARGO BANK N A,"2603 N HIATUS RD COOPER CITY, FL 33026 ",,Active,5/30/02,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,WELLS FARGO BANK N A,WELLS FARGO BANK N A,"3575 S UNIVERSITY DR DAVIE, FL 33328 ",,Active,10/1/93,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,WELLS FARGO BANK N A,WELLS FARGO BANK N A,"3668 W HILLSBORO BLVD DEERFIELD BEACH, FL 33442 ",,Active,1/17/83,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,WELLS FARGO BANK N A,WELLS FARGO BANK N A,"2577 E SUNRISE BLVD FT LAUDERDALE, FL 33304 ",,Active,6/6/83,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,WELLS FARGO BANK N A,WELLS FARGO BANK N A ATTN MAILCODE D1115-042,"6245 N FEDERAL HWY FT LAUDERDALE, FL 33308 ",,Active,5/30/02,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,WELLS FARGO BANK N A,WELLS FARGO BANK N A,"3600 N OCEAN DR FT LAUDERDALE, FL 33308 ",,Active,5/30/02,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,WELLS FARGO BANK N A,WELLS FARGO BANK N A,"1700 W COMMERCIAL BLVD FT LAUDERDALE, FL 33309 ",,Active,11/1/82,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,WELLS FARGO BANK N A,WELLS FARGO BANK N A,"800 CYPRESS CREEK RD FT LAUDERDALE, FL 33309 ",,Active,10/3/88,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,WELLS FARGO BANK N A,WELLS FARGO BANK N A,"1710 S ANDREWS AVE FT LAUDERDALE, FL 33316 ",,Active,10/1/94,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,WELLS FARGO BANK N A,WELLS FARGO BANK N A,"3325 HOLLYWOOD BLVD HOLLYWOOD, FL 33021 ",,Active,5/30/02,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,WELLS FARGO BANK N A,WELLS FARGO BANK N A,"6810 MIRAMAR PKWY MIRAMAR, FL 33023 ",,Active,5/30/02,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,WELLS FARGO BANK N A,WELLS FARGO BANK N A,"50 SW 84 AVE PLANTATION, FL 33324 ",,Active,5/30/02,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,WELLS FARGO BANK N A,WELLS FARGO BANK N A ATTN MAILCODE D1115-042,"1460 CORAL RIDGE DR CORAL SPRINGS, FL 33065 ",,Active,10/1/95,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,WELLS FARGO BANK N A,WELLS FARGO BANK N A,"9501 WESTVIEW DR CORAL SPRINGS, FL 33065 ",,Active,2/17/98,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,WELLS FARGO BANK N A,WELLS FARGO BANK N A,"17199 PINES BLVD PEMBROKE PINES, FL 33029 ",,Active,2/9/98,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,WELLS FARGO BANK N A,WELLS FARGO BANK N A ATTN MAILCODE D1115-042,"3550 N FEDERAL HWY LIGHTHOUSE POINT, FL 33064 ",,Active,5/30/02,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,WELLS FARGO BANK N A,WELLS FARGO BANK N A ATTN MAILCODE D1115-042,"5902 CORAL RIDGE DR CORAL SPRINGS, FL 33076 ",,Active,2/26/01,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,WELLS FARGO BANK N A,WELLS FARGO BANK N A ATTN MAILCODE D1115-042,"5321 LYONS RD COCONUT CREEK, FL 33073 ",,Active,2/20/04,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,WELLS FARGO BANK N A,WELLS FARGO BANK N A ATTN MAILCODE D1115-042,"18499 MIRAMAR PKWY MIRAMAR, FL 33029 ",,Active,3/26/04,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,WELLS FARGO BANK N A,WELLS FARGO BANK N A ATTN MAILCODE D1115-042,"1007 S FEDERAL HWY DEERFIELD BEACH, FL 33441 ",,Active,5/30/02,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,WELLS FARGO BANK N A,WELLS FARGO BANK N A ATTN MAILCODE D1115-042,"3300 N FEDERAL HWY FT LAUDERDALE, FL 33306 ",,Active,1/1/87,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,WELLS FARGO BANK N A,WELLS FARGO BANK N A ATTN MAILCODE D1115-042,"4100 HOLLYWOOD BLVD HOLLYWOOD, FL 33021 ",,Active,10/18/05,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,WELLS FARGO BANK N A,WELLS FARGO BANK N A ATTN MAILCODE D1115-042,"12399 SHERIDAN ST COOPER CITY, FL 33026 ",,Active,12/20/83,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,WELLS FARGO BANK N A,WELLS FARGO BANK N A ATTN MAILCODE D1115-042,"3131 W HALLANDALE BCH BLVD HALLANDALE, FL 33009 ",,Active,10/18/05,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,WELLS FARGO BANK N A,WELLS FARGO BANK N A ATTN MAILCODE D1115-042,"15759 PINES BLVD PEMBROKE PINES, FL 33027 ",,Active,3/29/07,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,WELLS FARGO BANK N A,WELLS FARGO BANK N A ATTN MAILCODE D1115-042,"9001 W OAKLAND PK BLVD SUNRISE, FL 33351 ",,Active,5/20/96,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,WELLS FARGO BANK NA,WELLS FARGO BANK NA,"1950 UNIVERSITY DR POMPANO BEACH, FL 33065 ",,Active,5/30/02,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,WELLS FARGO BANK NA,WELLS FARGO BANK NA,"199 N OCEAN BLVD POMPANO BEACH, FL 33062 ",,Active,5/30/02,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,WELLS FARGO BANK NA,WELLS FARGO BANK NA,"6015 WASHINGTON ST HOLLYWOOD, FL 33023 ",,Active,5/30/02,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,WELLS FARGO BANK NA,WELLS FARGO BANK NA,"2400 E ATLANTIC BLVD POMPANO BEACH, FL 33062 ",,Active,5/30/02,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,WELLS FARGO BANK NA,WELLS FARGO BANK NA,"1790 N PINE ISLAND RD PLANTATION, FL 33322 ",,Active,3/16/83,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,WELLS FARGO BANK NA,WELLS FARGO BANK NA,"4150 SW 64 AVE FT LAUDERDALE, FL 33314 ",,Active,5/30/02,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,WELLS FARGO BANK NA,WELLS FARGO BANK NA,"3990 NW 16 ST FT LAUDERDALE, FL 33313 ",,Active,5/30/02,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,WELLS FARGO BANK NA,WELLS FARGO BANK NA,"1100 W STATE RD 84 FT LAUDERDALE, FL 33315 ",,Active,5/30/02,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,WELLS FARGO BANK NA,WELLS FARGO BANK NA,"400 E SAMPLE RD POMPANO BEACH, FL 33064 ",,Active,5/30/02,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,WELLS FARGO BANK NA,WELLS FARGO BANK NA,"700 E DANIA BCH BLVD DANIA, FL 33004 ",,Active,5/30/02,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,WELLS FARGO BANK NA,WELLS FARGO BANK NA,"4600 SHERIDAN ST HOLLYWOOD, FL 33021 ",,Active,5/30/02,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,WELLS FARGO BANK NA,WELLS FARGO BANK NA,"1909 TYLER ST HOLLYWOOD, FL 33020 ",,Active,5/30/02,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,WELLS FARGO BANK NA,WELLS FARGO BANK NA,"10191 CLEARY BLVD FT LAUDERDALE, FL 33324 ",,Active,7/28/88,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,WELLS FARGO BANK NA,WELLS FARGO BANK NA,"4901 COCONUT CRK PKWY POMPANO BEACH, FL 33063 ",,Active,7/1/95,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,WELLS FARGO BANK NA,WELLS FARGO BANK NA,"8890 STATE RD 84 FT LAUDERDALE, FL 33324 ",,Active,2/25/97,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,WELLS FARGO BANK NA,WELLS FARGO BANK NA,"1950 W HILLSBORO BLVD DEERFIELD BCH, FL 33442 ",,Active,5/30/02,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,WELLS FARGO BANK NA,WELLS FARGO BANK NA,"10480 TAFT ST HOLLYWOOD, FL 33026 ",,Active,5/30/02,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,WELLS FARGO BANK NA,WELLS FARGO BANK NA,"8900 PINES BLVD HOLLYWOOD, fl 33024 ",,Active,5/30/02,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,WELLS FARGO BANK NA,WELLS FARGO BANK NA,"10077 W OAKLAND PK BLVD FT LAUDERDALE, FL 33351 ",,Active,9/19/95,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,WELLS FARGO BANK NA,WELLS FARGO BANK NA,"4101 W COMMERCIAL BLVD FT LAUDERDALE, L 33319 ",,Active,5/30/02,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,WELLS FARGO BANK NA,WELLS FARGO BANK NA,"7005 N UNIVERSITY DR FT LAUDERDALE, FL 33321 ",,Active,2/28/84,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,WELLS FARGO BANK NA,WELLS FARGO BANK NA,"278 INDIAN TRACE RD FT LAUDERDALE, FL  ",,Active,2/3/97,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,WELLS FARGO BANK NA,WELLS FARGO BANK NA,"5991 RAVENSWOOD RD DANIA, FL 33004 ",,Active,5/23/88,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,WELLS FARGO BANK NA,WELLS FARGO BANK NA,"4491 S STATE RD 7 FT LAUDERDALE, FL 33314 ",,Active,10/1/89,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,WELLS FARGO BANK NA,WELLS FARGO BANK NA,"14701 MIRAMAR PKWY HOLLYWOOD, FL 33027 ",,Active,3/30/04,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,WELLS FARGO BANK NA,WELLS FARGO BANK NA,"350 E LAS OLAS BLVD FT LAUDERDALE, FL 33301 ",,Active,7/17/00,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,WELLS FARGO BANK NA,WELLS FARGO BANK NA,"6600 TAFT ST HOLLYWOOD, FL 33024 ",,Active,11/18/98,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,WELLS FARGO BANK NA,WELLS FARGO BANK NA,"4511 WESTON RD FT LAUDERDALE, FL 33331 ",,Active,10/12/93,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,WELLS FARGO BANK NA,WELLS FARGO BANK NA,"3201 UNIVERSITY DR POMPANO BEACH, FL 33065 ",,Active,4/11/07,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,WELLS FARGO BANK NA,WELLS FARGO BANK NA,"5830 S UNIVERSITY DR FT LAUDERDALE, FL 33328 ",,Active,2/23/07,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,WELLS FARGO BANK NA,WELLS FARGO BANK NA,"8251 NW 88 AVE FT LAUDERDALE, FL 33321 ",,Active,11/30/04,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,WELLS FARGO BANK NA,WELLS FARGO BANK NA,"2300 N UNIVERSITY DR FT LAUDERDALE, FL 33322 ",,Active,4/14/05,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,WELLS FARGO BANK NA,WELLS FARGO BANK NA,"12440 SW PINES BLVD HOLLYWOOD, FL 33027 ",,Active,5/4/98,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,WELLS FARGO BANK NA,WELLS FARGO BANK NA,"3885 N FEDERAL HWY POMPANO BEACH, FL 33073 ",,Active,8/21/98,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,WELLS FARGO BANK NA,WELLS FARGO BANK NA,"400 N STATE RD 7 POMPANO BEACH, FL 33063 ",,Active,4/14/05,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,WELLS FARGO BANK NA,WELLS FARGO BANK NA,"702 N UNIVERSITY DR HOLLYWOOD, FL 33024 ",,Active,7/17/98,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,WELLS FARGO BANK NA,WELLS FARGO BANK NA,"4875 N FEDERAL HWY FT LAUDERDALE, FL 33308 ",,Active,4/14/05,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,WELLS FARGO BANK NA,WELLS FARGO BANK NA,"1 E BROWARD BLVD FT LAUDERDALE, FL 33301 ",,Active,12/4/98,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,WELLS FARGO BANK NA,WELLS FARGO BANK NA,"2200 W ATLANTIC BLVD POMPANO BEACH, FL 33069 ",,Active,4/14/05,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,WELLS FARGO BANK NA,WELLS FARGO BANK NA,"12617 W SUNRISE BLVD FT LAUDERDALE, FL 33322 ",,Active,1/20/04,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,WELLS FARGO BANK NA,WELLS FARGO BANK NA,"5899 W OAKLAND PARK BLVD FT LAUDERDALE, FL 33313 ",,Active,10/1/95,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,WELLS FARGO BANK NA,WELLS FARGO BANK NA,"1201 E HALLANDALE BCH BLVD HALLANDALE, FL 33009 ",,Active,5/20/96,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,WELLS FARGO BANK NA,WELLS FARGO BANK NA,"12184 MIRAMAR PKWY HOLLYWOOD, FL 33025 ",,Active,4/2/09,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,WELLS FARGO HOME MORTGAGE,WELLS FARGO HOME MORGAGE,"2200 N COMMERCE PKWY 103 FORT LAUDERDALE, FL 33328 USA",515-213-6397,Active,12/1/02,,403,BANKS,40,MISCELLANEOUS,BANKS